model,model_label,layer_index,component,mean_std,std_std,median_std,mean_rms,std_rms,median_rms,mean_fro_norm,std_fro_norm,median_fro_norm,mean_abs_mean,std_abs_mean,median_abs_mean,tensor_count
Qwen/Qwen2.5-0.5B-Instruct,0.5B,20,norm,0.4934682250022888,0.19029128551483154,0.4934682250022888,1.8222838044166565,0.08685976266860951,1.8222838044166565,54.546893260752825,2.599995780819473,54.546893260752825,1.7401829361915588,0.14476150274276745,1.7401829361915588,2
Qwen/Qwen2.5-0.5B-Instruct,0.5B,21,all,0.4717216941838463,0.5951362735663176,0.02592356782406565,0.6667174954588214,0.8364566916584245,0.025923503562808002,31.853382109369807,20.505282039684445,30.503698859069946,0.4471835539055367,0.6736598272741756,0.019161267206072752,12
Qwen/Qwen2.5-0.5B-Instruct,0.5B,21,attention,0.5212405792304448,0.6112613633614866,0.0298681054264307,0.5210077169218233,0.6113278225911855,0.0298679918050766,17.979858605793602,13.354672065880711,11.47854246328735,0.2370449880670224,0.3019043980591247,0.0217752046883106,7
Qwen/Qwen2.5-0.5B-Instruct,0.5B,21,mlp,0.02042190358042713,0.0004497265580550349,0.0206743441522121,0.020421905443072267,0.00044972917469839833,0.0206743478775024,42.633113362274244,0.9388621909295457,43.160116435249456,0.015904190950095598,0.0003453244910512641,0.0160674769431352,3
Qwen/Qwen2.5-0.5B-Instruct,0.5B,21,norm,0.9753552824258804,0.4996446222066879,0.9753552824258804,2.1461451053619385,0.019229650497436523,2.1461451053619385,64.24111749252988,0.5756061106305133,64.24111749252988,1.8295875787734985,0.2435072660446167,1.8295875787734985,2
Qwen/Qwen2.5-0.5B-Instruct,0.5B,22,all,0.3772999558908244,0.5487784626191585,0.0245491908863186,0.578079865158846,0.8072198728523745,0.024549142457544748,29.724718432286352,20.16515270269049,26.4362553607043,0.44387556713384885,0.666090230166149,0.01834801584482185,12
Qwen/Qwen2.5-0.5B-Instruct,0.5B,22,attention,0.3823347804801805,0.5326808670442513,0.0275173094123601,0.3836081796990974,0.5350016556613455,0.0275172162801027,14.872448570701852,9.736225674845539,14.980914554462142,0.2428695882803627,0.33576063285183905,0.0199353173375129,7
Qwen/Qwen2.5-0.5B-Instruct,0.5B,22,mlp,0.0203014792253573,0.0003862775420200381,0.0200505517423152,0.020301503439744264,0.00038626046249226983,0.0200506243854761,42.381760114594364,0.8063638395889118,41.85802078034614,0.015927084411183966,0.00034141394973445167,0.0157180838286876,3
Qwen/Qwen2.5-0.5B-Instruct,0.5B,22,norm,0.8951757848262787,0.5952893793582916,0.8951757848262787,2.0953983068466187,0.08082067966461182,2.0953983068466187,62.72210042437008,2.4192263445694806,62.72210042437008,1.7893192172050476,0.20283836126327515,1.7893192172050476,2
Qwen/Qwen2.5-0.5B-Instruct,0.5B,23,all,0.5861059152521193,0.7436055401423022,0.02371856849640605,0.8055286072194576,0.9779313879370318,0.02371854055672875,33.59028444561474,22.187241614193077,28.519517072503483,0.5908472980372608,0.7748219857285844,0.01762384176254265,12
Qwen/Qwen2.5-0.5B-Instruct,0.5B,23,attention,0.6657257700072867,0.7451988874895382,0.0254383012652397,0.6641166103737695,0.7432858460834292,0.0254382509738206,18.828689166822976,11.260859513577891,18.2685289382934,0.4229377388421978,0.477546536057952,0.0191813074052333,7
Qwen/Qwen2.5-0.5B-Instruct,0.5B,23,mlp,0.019616140673557866,0.0012290709778702712,0.020399309694767,0.0196161766846974,0.0012290980246207975,0.0203993283212184,40.95106045145279,2.5658857134108195,42.58598098287542,0.015334930270910235,0.001026910554839974,0.0160557422786951,3
Qwen/Qwen2.5-0.5B-Instruct,0.5B,23,norm,1.1571710854768753,0.737834021449089,1.1571710854768753,2.4793392419815063,0.07948434352874756,2.4793392419815063,74.21470391262886,2.3792254487777313,74.21470391262886,2.041799306869507,0.32117676734924316,2.041799306869507,2
Qwen/Qwen2.5-1.5B-Instruct,1.5B,0,all,6.026772953414668,18.96129437165493,0.05219169333577155,6.079121239017695,18.960467711920337,0.0521916728466749,142.58974887788318,292.0246396982876,54.89166069030758,2.2585802836498865,6.838932803749968,0.037946132943034144,12
