model,model_label,family,layer_index,component,param_kind,tensor_count,total_numel,mean_std,std_std,median_std,min_std,max_std,mean_rms,std_rms,median_rms,min_rms,max_rms,mean_fro_norm,std_fro_norm,median_fro_norm,min_fro_norm,max_fro_norm,mean_abs_mean,std_abs_mean,median_abs_mean,min_abs_mean,max_abs_mean
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.bias,11,attention,bias,1,256,0.1238927692174911,0.0,0.1238927692174911,0.1238927692174911,0.1238927692174911,0.1243699416518211,0.0,0.1243699416518211,0.1243699416518211,0.1243699416518211,1.9899190664291375,0.0,1.9899190664291375,1.9899190664291375,1.9899190664291375,0.0532854944467544,0.0,0.0532854944467544,0.0532854944467544,0.0532854944467544
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.bias,12,attention,bias,1,256,0.043862372636795,0.0,0.043862372636795,0.043862372636795,0.043862372636795,0.043865893036127,0.0,0.043865893036127,0.043865893036127,0.043865893036127,0.701854288578032,0.0,0.701854288578032,0.701854288578032,0.701854288578032,0.0249712839722633,0.0,0.0249712839722633,0.0249712839722633,0.0249712839722633
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.bias,13,attention,bias,1,256,0.0441173948347568,0.0,0.0441173948347568,0.0441173948347568,0.0441173948347568,0.0440962053835392,0.0,0.0440962053835392,0.0440962053835392,0.0440962053835392,0.7055392861366272,0.0,0.7055392861366272,0.7055392861366272,0.7055392861366272,0.0265376828610897,0.0,0.0265376828610897,0.0265376828610897,0.0265376828610897
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.bias,14,attention,bias,1,256,0.1184663474559784,0.0,0.1184663474559784,0.1184663474559784,0.1184663474559784,0.1185490489006042,0.0,0.1185490489006042,0.1185490489006042,0.1185490489006042,1.8967847824096673,0.0,1.8967847824096673,1.8967847824096673,1.8967847824096673,0.0400748960673809,0.0,0.0400748960673809,0.0400748960673809,0.0400748960673809
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.bias,15,attention,bias,1,256,0.0593344457447528,0.0,0.0593344457447528,0.0593344457447528,0.0593344457447528,0.0592523068189621,0.0,0.0592523068189621,0.0592523068189621,0.0592523068189621,0.9480369091033936,0.0,0.9480369091033936,0.9480369091033936,0.9480369091033936,0.0332402139902114,0.0,0.0332402139902114,0.0332402139902114,0.0332402139902114
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.bias,16,attention,bias,1,256,0.0706875398755073,0.0,0.0706875398755073,0.0706875398755073,0.0706875398755073,0.070658229291439,0.0,0.070658229291439,0.070658229291439,0.070658229291439,1.130531668663024,0.0,1.130531668663024,1.130531668663024,1.130531668663024,0.0278611704707145,0.0,0.0278611704707145,0.0278611704707145,0.0278611704707145
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.bias,17,attention,bias,1,256,0.0412014462053775,0.0,0.0412014462053775,0.0412014462053775,0.0412014462053775,0.0411796644330024,0.0,0.0411796644330024,0.0411796644330024,0.0411796644330024,0.6588746309280384,0.0,0.6588746309280384,0.6588746309280384,0.6588746309280384,0.0266308672726154,0.0,0.0266308672726154,0.0266308672726154,0.0266308672726154
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.bias,18,attention,bias,1,256,0.051408763974905,0.0,0.051408763974905,0.051408763974905,0.051408763974905,0.0513202771544456,0.0,0.0513202771544456,0.0513202771544456,0.0513202771544456,0.8211244344711296,0.0,0.8211244344711296,0.8211244344711296,0.8211244344711296,0.0338865667581558,0.0,0.0338865667581558,0.0338865667581558,0.0338865667581558
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.bias,19,attention,bias,1,256,0.0659108757972717,0.0,0.0659108757972717,0.0659108757972717,0.0659108757972717,0.0659558624029159,0.0,0.0659558624029159,0.0659558624029159,0.0659558624029159,1.0552937984466544,0.0,1.0552937984466544,1.0552937984466544,1.0552937984466544,0.0383716747164726,0.0,0.0383716747164726,0.0383716747164726,0.0383716747164726
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.bias,20,attention,bias,1,256,0.070467934012413,0.0,0.070467934012413,0.070467934012413,0.070467934012413,0.0706473290920257,0.0,0.0706473290920257,0.0706473290920257,0.0706473290920257,1.1303572654724112,0.0,1.1303572654724112,1.1303572654724112,1.1303572654724112,0.0312743261456489,0.0,0.0312743261456489,0.0312743261456489,0.0312743261456489
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.bias,21,attention,bias,1,256,0.2629775404930115,0.0,0.2629775404930115,0.2629775404930115,0.2629775404930115,0.2637121677398681,0.0,0.2637121677398681,0.2637121677398681,0.2637121677398681,4.21939468383789,0.0,4.21939468383789,4.21939468383789,4.21939468383789,0.0681941360235214,0.0,0.0681941360235214,0.0681941360235214,0.0681941360235214
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.bias,22,attention,bias,1,256,0.0795830488204956,0.0,0.0795830488204956,0.0795830488204956,0.0795830488204956,0.0795211568474769,0.0,0.0795211568474769,0.0795211568474769,0.0795211568474769,1.2723385095596305,0.0,1.2723385095596305,1.2723385095596305,1.2723385095596305,0.0458026751875877,0.0,0.0458026751875877,0.0458026751875877,0.0458026751875877
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.bias,23,attention,bias,1,256,0.4263788163661957,0.0,0.4263788163661957,0.4263788163661957,0.4263788163661957,0.4276617467403412,0.0,0.4276617467403412,0.4276617467403412,0.4276617467403412,6.842587947845459,0.0,6.842587947845459,6.842587947845459,6.842587947845459,0.0904553234577179,0.0,0.0904553234577179,0.0904553234577179,0.0904553234577179
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.bias,24,attention,bias,1,256,0.3854568898677826,0.0,0.3854568898677826,0.3854568898677826,0.3854568898677826,0.3861900866031647,0.0,0.3861900866031647,0.3861900866031647,0.3861900866031647,6.179041385650635,0.0,6.179041385650635,6.179041385650635,6.179041385650635,0.0969007164239883,0.0,0.0969007164239883,0.0969007164239883,0.0969007164239883
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.bias,25,attention,bias,1,256,0.5374387502670288,0.0,0.5374387502670288,0.5374387502670288,0.5374387502670288,0.5367860794067383,0.0,0.5367860794067383,0.5367860794067383,0.5367860794067383,8.588577270507812,0.0,8.588577270507812,8.588577270507812,8.588577270507812,0.1201695799827575,0.0,0.1201695799827575,0.1201695799827575,0.1201695799827575
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.bias,26,attention,bias,1,256,0.5724132657051086,0.0,0.5724132657051086,0.5724132657051086,0.5724132657051086,0.5717765092849731,0.0,0.5717765092849731,0.5717765092849731,0.5717765092849731,9.14842414855957,0.0,9.14842414855957,9.14842414855957,9.14842414855957,0.1453156769275665,0.0,0.1453156769275665,0.1453156769275665,0.1453156769275665
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.bias,27,attention,bias,1,256,0.641166090965271,0.0,0.641166090965271,0.641166090965271,0.641166090965271,0.639964759349823,0.0,0.639964759349823,0.639964759349823,0.639964759349823,10.239436149597168,0.0,10.239436149597168,10.239436149597168,10.239436149597168,0.2031224966049194,0.0,0.2031224966049194,0.2031224966049194,0.2031224966049194
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,0,attention,weight,1,393216,0.0187312550842762,0.0,0.0187312550842762,0.0187312550842762,0.0187312550842762,0.0187314637005329,0.0,0.0187314637005329,0.0187314637005329,0.0187314637005329,11.745927219653316,0.0,11.745927219653316,11.745927219653316,11.745927219653316,0.0145754953846335,0.0,0.0145754953846335,0.0145754953846335,0.0145754953846335
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,1,attention,weight,1,393216,0.0201165229082107,0.0,0.0201165229082107,0.0201165229082107,0.0201165229082107,0.0201165229082107,0.0,0.0201165229082107,0.0201165229082107,0.0201165229082107,12.614455430175981,0.0,12.614455430175981,12.614455430175981,12.614455430175981,0.0157218091189861,0.0,0.0157218091189861,0.0157218091189861,0.0157218091189861
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,2,attention,weight,1,393216,0.0231075193732976,0.0,0.0231075193732976,0.0231075193732976,0.0231075193732976,0.0231075026094913,0.0,0.0231075026094913,0.0231075026094913,0.0231075026094913,14.49000719956082,0.0,14.49000719956082,14.49000719956082,14.49000719956082,0.0180498510599136,0.0,0.0180498510599136,0.0180498510599136,0.0180498510599136
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,3,attention,weight,1,393216,0.0261086244136095,0.0,0.0261086244136095,0.0261086244136095,0.0261086244136095,0.0261086020618677,0.0,0.0261086020618677,0.0261086020618677,0.0261086020618677,16.37190475493188,0.0,16.37190475493188,16.37190475493188,16.37190475493188,0.0203265883028507,0.0,0.0203265883028507,0.0203265883028507,0.0203265883028507
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,4,attention,weight,1,393216,0.0274423919618129,0.0,0.0274423919618129,0.0274423919618129,0.0274423919618129,0.0274423602968454,0.0,0.0274423602968454,0.0274423602968454,0.0274423602968454,17.208263696610082,0.0,17.208263696610082,17.208263696610082,17.208263696610082,0.0215553157031536,0.0,0.0215553157031536,0.0215553157031536,0.0215553157031536
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,5,attention,weight,1,393216,0.0301970578730106,0.0,0.0301970578730106,0.0301970578730106,0.0301970578730106,0.0301970187574625,0.0,0.0301970187574625,0.0301970187574625,0.0301970187574625,18.935625653513117,0.0,18.935625653513117,18.935625653513117,18.935625653513117,0.0228423252701759,0.0,0.0228423252701759,0.0228423252701759,0.0228423252701759
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,6,attention,weight,1,393216,0.0265263151377439,0.0,0.0265263151377439,0.0265263151377439,0.0265263151377439,0.026526354253292,0.0,0.026526354253292,0.026526354253292,0.026526354253292,16.63386436015915,0.0,16.63386436015915,16.63386436015915,16.63386436015915,0.0202069878578186,0.0,0.0202069878578186,0.0202069878578186,0.0202069878578186
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,7,attention,weight,1,393216,0.0276609305292367,0.0,0.0276609305292367,0.0276609305292367,0.0276609305292367,0.0276608951389789,0.0,0.0276608951389789,0.0276608951389789,0.0276608951389789,17.34530020329725,0.0,17.34530020329725,17.34530020329725,17.34530020329725,0.0213491171598434,0.0,0.0213491171598434,0.0213491171598434,0.0213491171598434
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,8,attention,weight,1,393216,0.0261625330895185,0.0,0.0261625330895185,0.0261625330895185,0.0261625330895185,0.0261625461280345,0.0,0.0261625461280345,0.0261625461280345,0.0261625461280345,16.40573142674234,0.0,16.40573142674234,16.40573142674234,16.40573142674234,0.0203662533313035,0.0,0.0203662533313035,0.0203662533313035,0.0203662533313035
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,9,attention,weight,1,393216,0.0259627867490053,0.0,0.0259627867490053,0.0259627867490053,0.0259627867490053,0.0259627625346183,0.0,0.0259627625346183,0.0259627625346183,0.0259627625346183,16.280453253852905,0.0,16.280453253852905,16.280453253852905,16.280453253852905,0.0202618706971406,0.0,0.0202618706971406,0.0202618706971406,0.0202618706971406
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,10,attention,weight,1,393216,0.0277318246662616,0.0,0.0277318246662616,0.0277318246662616,0.0277318246662616,0.0277317911386489,0.0,0.0277317911386489,0.0277317911386489,0.0277317911386489,17.38975691344023,0.0,17.38975691344023,17.38975691344023,17.38975691344023,0.0213297344744205,0.0,0.0213297344744205,0.0213297344744205,0.0213297344744205
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,11,attention,weight,1,393216,0.0260424297302961,0.0,0.0260424297302961,0.0260424297302961,0.0260424297302961,0.0260423980653285,0.0,0.0260423980653285,0.0260423980653285,0.0260423980653285,16.33039025625565,0.0,16.33039025625565,16.33039025625565,16.33039025625565,0.0202220119535923,0.0,0.0202220119535923,0.0202220119535923,0.0202220119535923
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,12,attention,weight,1,393216,0.0244835633784532,0.0,0.0244835633784532,0.0244835633784532,0.0244835633784532,0.0244835410267114,0.0,0.0244835410267114,0.0244835410267114,0.0244835410267114,15.352878748656817,0.0,15.352878748656817,15.352878748656817,15.352878748656817,0.0191136952489614,0.0,0.0191136952489614,0.0191136952489614,0.0191136952489614
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,13,attention,weight,1,393216,0.0254368148744106,0.0,0.0254368148744106,0.0254368148744106,0.0254368148744106,0.0254367850720882,0.0,0.0254367850720882,0.0254367850720882,0.0254367850720882,15.950628895605838,0.0,15.950628895605838,15.950628895605838,15.950628895605838,0.0197765938937664,0.0,0.0197765938937664,0.0197765938937664,0.0197765938937664
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,14,attention,weight,1,393216,0.0241470243781805,0.0,0.0241470243781805,0.0241470243781805,0.0241470243781805,0.0241470243781805,0.0,0.0241470243781805,0.0241470243781805,0.0241470243781805,15.14185946447065,0.0,15.14185946447065,15.14185946447065,15.14185946447065,0.018569117411971,0.0,0.018569117411971,0.018569117411971,0.018569117411971
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,15,attention,weight,1,393216,0.0277835801243782,0.0,0.0277835801243782,0.0277835801243782,0.0277835801243782,0.0277835614979267,0.0,0.0277835614979267,0.0277835614979267,0.0277835614979267,17.422220520232212,0.0,17.422220520232212,17.422220520232212,17.422220520232212,0.0214232951402664,0.0,0.0214232951402664,0.0214232951402664,0.0214232951402664
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,16,attention,weight,1,393216,0.0255596004426479,0.0,0.0255596004426479,0.0255596004426479,0.0255596004426479,0.0255595780909061,0.0,0.0255595780909061,0.0255595780909061,0.0255595780909061,16.027628637066275,0.0,16.027628637066275,16.027628637066275,16.027628637066275,0.0199143644422292,0.0,0.0199143644422292,0.0199143644422292,0.0199143644422292
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,17,attention,weight,1,393216,0.0294363498687744,0.0,0.0294363498687744,0.0294363498687744,0.0294363498687744,0.0294363237917423,0.0,0.0294363237917423,0.0294363237917423,0.0294363237917423,18.458617137438,0.0,18.458617137438,18.458617137438,18.458617137438,0.02241051197052,0.0,0.02241051197052,0.02241051197052,0.02241051197052
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,18,attention,weight,1,393216,0.0276736579835414,0.0,0.0276736579835414,0.0276736579835414,0.0276736579835414,0.0276736300438642,0.0,0.0276736300438642,0.0276736300438642,0.0276736300438642,17.35328587213357,0.0,17.35328587213357,17.35328587213357,17.35328587213357,0.0217155274003744,0.0,0.0217155274003744,0.0217155274003744,0.0217155274003744
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,19,attention,weight,1,393216,0.0277930796146392,0.0,0.0277930796146392,0.0277930796146392,0.0277930796146392,0.0277930460870265,0.0,0.0277930460870265,0.0277930460870265,0.0277930460870265,17.428168015583115,0.0,17.428168015583115,17.428168015583115,17.428168015583115,0.0207190979272127,0.0,0.0207190979272127,0.0207190979272127,0.0207190979272127
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,20,attention,weight,1,393216,0.0333085805177688,0.0,0.0333085805177688,0.0333085805177688,0.0333085805177688,0.0333085432648658,0.0,0.0333085432648658,0.0333085432648658,0.0333085432648658,20.88676737903065,0.0,20.88676737903065,20.88676737903065,20.88676737903065,0.0250796526670455,0.0,0.0250796526670455,0.0250796526670455,0.0250796526670455
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,21,attention,weight,1,393216,0.0332181900739669,0.0,0.0332181900739669,0.0332181900739669,0.0332181900739669,0.0332182459533214,0.0,0.0332182459533214,0.0332182459533214,0.0332182459533214,20.830144700392854,0.0,20.830144700392854,20.830144700392854,20.830144700392854,0.0255782958120107,0.0,0.0255782958120107,0.0255782958120107,0.0255782958120107
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,22,attention,weight,1,393216,0.0313668772578239,0.0,0.0313668772578239,0.0313668772578239,0.0313668772578239,0.0313668437302112,0.0,0.0313668437302112,0.0313668437302112,0.0313668437302112,19.669187067042603,0.0,19.669187067042603,19.669187067042603,19.669187067042603,0.0224797651171684,0.0,0.0224797651171684,0.0224797651171684,0.0224797651171684
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,23,attention,weight,1,393216,0.0314852334558963,0.0,0.0314852334558963,0.0314852334558963,0.0314852334558963,0.0314852334558963,0.0,0.0314852334558963,0.0314852334558963,0.0314852334558963,19.743425638234044,0.0,19.743425638234044,19.743425638234044,19.743425638234044,0.0219656880944967,0.0,0.0219656880944967,0.0219656880944967,0.0219656880944967
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,24,attention,weight,1,393216,0.0375186800956726,0.0,0.0375186800956726,0.0375186800956726,0.0375186800956726,0.0375186875462532,0.0,0.0375186875462532,0.0375186875462532,0.0375186875462532,23.526819918651945,0.0,23.526819918651945,23.526819918651945,23.526819918651945,0.0263844989240169,0.0,0.0263844989240169,0.0263844989240169,0.0263844989240169
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,25,attention,weight,1,393216,0.0312825553119182,0.0,0.0312825553119182,0.0312825553119182,0.0312825553119182,0.0312825515866279,0.0,0.0312825515866279,0.0312825515866279,0.0312825515866279,19.61633004531985,0.0,19.61633004531985,19.61633004531985,19.61633004531985,0.0227920319885015,0.0,0.0227920319885015,0.0227920319885015,0.0227920319885015
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,26,attention,weight,1,393216,0.0478986911475658,0.0,0.0478986911475658,0.0478986911475658,0.0478986911475658,0.0478986762464046,0.0,0.0478986762464046,0.0478986762464046,0.0478986762464046,30.03579293656584,0.0,30.03579293656584,30.03579293656584,30.03579293656584,0.0359940752387046,0.0,0.0359940752387046,0.0359940752387046,0.0359940752387046
Qwen/Qwen2.5-1.5B-Instruct,1.5B,v_proj.weight,27,attention,weight,1,393216,0.0451885089278221,0.0,0.0451885089278221,0.0451885089278221,0.0451885089278221,0.0451884642243385,0.0,0.0451884642243385,0.0451884642243385,0.0451884642243385,28.336301980068285,0.0,28.336301980068285,28.336301980068285,28.336301980068285,0.0336359962821006,0.0,0.0336359962821006,0.0336359962821006,0.0336359962821006
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,0,mlp,weight,1,141557760,0.0193248633295297,0.0,0.0193248633295297,0.0193248633295297,0.0193248633295297,0.0193248633295297,0.0,0.0193248633295297,0.0193248633295297,0.0193248633295297,229.923452445705,0.0,229.923452445705,229.923452445705,229.923452445705,0.0150987533852458,0.0,0.0150987533852458,0.0150987533852458,0.0150987533852458
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,1,mlp,weight,1,141557760,0.0057805329561233,0.0,0.0057805329561233,0.0057805329561233,0.0057805329561233,0.0057805329561233,0.0,0.0057805329561233,0.0057805329561233,0.0057805329561233,68.77565298053734,0.0,68.77565298053734,68.77565298053734,68.77565298053734,0.0023342568892985,0.0,0.0023342568892985,0.0023342568892985,0.0023342568892985
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,2,mlp,weight,1,141557760,0.0100453030318021,0.0,0.0100453030318021,0.0100453030318021,0.0100453030318021,0.0100453030318021,0.0,0.0100453030318021,0.0100453030318021,0.0100453030318021,119.5170550265131,0.0,119.5170550265131,119.5170550265131,119.5170550265131,0.0043317363597452,0.0,0.0043317363597452,0.0043317363597452,0.0043317363597452
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,3,mlp,weight,1,141557760,0.0138291772454977,0.0,0.0138291772454977,0.0138291772454977,0.0138291772454977,0.0138291763141751,0.0,0.0138291763141751,0.0138291763141751,0.0138291763141751,164.53684087777145,0.0,164.53684087777145,164.53684087777145,164.53684087777145,0.0075614680536091,0.0,0.0075614680536091,0.0075614680536091,0.0075614680536091
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,4,mlp,weight,1,141557760,0.0171244908124208,0.0,0.0171244908124208,0.0171244908124208,0.0171244908124208,0.0171244908124208,0.0,0.0171244908124208,0.0171244908124208,0.0171244908124208,203.74384966283574,0.0,203.74384966283574,203.74384966283574,203.74384966283574,0.010884472168982,0.0,0.010884472168982,0.010884472168982,0.010884472168982
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,5,mlp,weight,1,141557760,0.018924668431282,0.0,0.018924668431282,0.018924668431282,0.018924668431282,0.018924668431282,0.0,0.018924668431282,0.018924668431282,0.018924668431282,225.16201164857063,0.0,225.16201164857063,225.16201164857063,225.16201164857063,0.0131599465385079,0.0,0.0131599465385079,0.0131599465385079,0.0131599465385079
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,6,mlp,weight,1,141557760,0.0195620376616716,0.0,0.0195620376616716,0.0195620376616716,0.0195620376616716,0.0195620376616716,0.0,0.0195620376616716,0.0195620376616716,0.0195620376616716,232.74530636247977,0.0,232.74530636247977,232.74530636247977,232.74530636247977,0.0140988826751708,0.0,0.0140988826751708,0.0140988826751708,0.0140988826751708
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,7,mlp,weight,1,141557760,0.0207965373992919,0.0,0.0207965373992919,0.0207965373992919,0.0207965373992919,0.0207965373992919,0.0,0.0207965373992919,0.0207965373992919,0.0207965373992919,247.43314331516075,0.0,247.43314331516075,247.43314331516075,247.43314331516075,0.0162743628025054,0.0,0.0162743628025054,0.0162743628025054,0.0162743628025054
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,8,mlp,weight,1,141557760,0.0211120191961526,0.0,0.0211120191961526,0.0211120191961526,0.0211120191961526,0.0211120191961526,0.0,0.0211120191961526,0.0211120191961526,0.0211120191961526,251.18668416463967,0.0,251.18668416463967,251.18668416463967,251.18668416463967,0.0166983064264059,0.0,0.0166983064264059,0.0166983064264059,0.0166983064264059
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,9,mlp,weight,1,141557760,0.0220893640071153,0.0,0.0220893640071153,0.0220893640071153,0.0220893640071153,0.0220893658697605,0.0,0.0220893658697605,0.0220893658697605,0.0220893658697605,262.81496414780906,0.0,262.81496414780906,262.81496414780906,262.81496414780906,0.0174844209104776,0.0,0.0174844209104776,0.0174844209104776,0.0174844209104776
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,10,mlp,weight,1,141557760,0.022219955921173,0.0,0.022219955921173,0.022219955921173,0.022219955921173,0.022219955921173,0.0,0.022219955921173,0.022219955921173,0.022219955921173,264.3686990935017,0.0,264.3686990935017,264.3686990935017,264.3686990935017,0.0175477247685194,0.0,0.0175477247685194,0.0175477247685194,0.0175477247685194
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,11,mlp,weight,1,141557760,0.0219287686049938,0.0,0.0219287686049938,0.0219287686049938,0.0219287686049938,0.0219287704676389,0.0,0.0219287704676389,0.0219287704676389,0.0219287704676389,260.90423139523733,0.0,260.90423139523733,260.90423139523733,260.90423139523733,0.0174109227955341,0.0,0.0174109227955341,0.0174109227955341,0.0174109227955341
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,12,mlp,weight,1,141557760,0.0223091188818216,0.0,0.0223091188818216,0.0223091188818216,0.0223091188818216,0.0223091188818216,0.0,0.0223091188818216,0.0223091188818216,0.0223091188818216,265.4295425982151,0.0,265.4295425982151,265.4295425982151,265.4295425982151,0.0177278444170951,0.0,0.0177278444170951,0.0177278444170951,0.0177278444170951
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,13,mlp,weight,1,141557760,0.0221645683050155,0.0,0.0221645683050155,0.0221645683050155,0.0221645683050155,0.0221645683050155,0.0,0.0221645683050155,0.0221645683050155,0.0221645683050155,263.7097080459319,0.0,263.7097080459319,263.7097080459319,263.7097080459319,0.0175901558250188,0.0,0.0175901558250188,0.0175901558250188,0.0175901558250188
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,14,mlp,weight,1,141557760,0.0220905784517526,0.0,0.0220905784517526,0.0220905784517526,0.0220905784517526,0.0220905784517526,0.0,0.0220905784517526,0.0220905784517526,0.0220905784517526,262.829391211703,0.0,262.829391211703,262.829391211703,262.829391211703,0.0175237711519002,0.0,0.0175237711519002,0.0175237711519002,0.0175237711519002
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,15,mlp,weight,1,141557760,0.0218810737133026,0.0,0.0218810737133026,0.0218810737133026,0.0218810737133026,0.0218810737133026,0.0,0.0218810737133026,0.0218810737133026,0.0218810737133026,260.3367447206641,0.0,260.3367447206641,260.3367447206641,260.3367447206641,0.0173329077661037,0.0,0.0173329077661037,0.0173329077661037,0.0173329077661037
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,16,mlp,weight,1,141557760,0.0220147967338562,0.0,0.0220147967338562,0.0220147967338562,0.0220147967338562,0.022014794871211,0.0,0.022014794871211,0.022014794871211,0.022014794871211,261.9277329603768,0.0,261.9277329603768,261.9277329603768,261.9277329603768,0.0174547899514436,0.0,0.0174547899514436,0.0174547899514436,0.0174547899514436
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,17,mlp,weight,1,141557760,0.022001864388585,0.0,0.022001864388585,0.022001864388585,0.022001864388585,0.0220018625259399,0.0,0.0220018625259399,0.0220018625259399,0.0220018625259399,261.77386644022357,0.0,261.77386644022357,261.77386644022357,261.77386644022357,0.0174546241760253,0.0,0.0174546241760253,0.0174546241760253,0.0174546241760253
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,18,mlp,weight,1,141557760,0.0219447389245033,0.0,0.0219447389245033,0.0219447389245033,0.0219447389245033,0.0219447389245033,0.0,0.0219447389245033,0.0219447389245033,0.0219447389245033,261.0942209785987,0.0,261.0942209785987,261.0942209785987,261.0942209785987,0.0174055825918912,0.0,0.0174055825918912,0.0174055825918912,0.0174055825918912
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,19,mlp,weight,1,141557760,0.0218725055456161,0.0,0.0218725055456161,0.0218725055456161,0.0218725055456161,0.0218725055456161,0.0,0.0218725055456161,0.0218725055456161,0.0218725055456161,260.23480233369764,0.0,260.23480233369764,260.23480233369764,260.23480233369764,0.0173336807638406,0.0,0.0173336807638406,0.0173336807638406,0.0173336807638406
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,20,mlp,weight,1,141557760,0.0218678712844848,0.0,0.0218678712844848,0.0218678712844848,0.0218678712844848,0.0218678712844848,0.0,0.0218678712844848,0.0218678712844848,0.0218678712844848,260.1796647991819,0.0,260.1796647991819,260.1796647991819,260.1796647991819,0.0173333380371332,0.0,0.0173333380371332,0.0173333380371332,0.0173333380371332
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,21,mlp,weight,1,141557760,0.021788652986288,0.0,0.021788652986288,0.021788652986288,0.021788652986288,0.021788652986288,0.0,0.021788652986288,0.021788652986288,0.021788652986288,259.2371409475152,0.0,259.2371409475152,259.2371409475152,259.2371409475152,0.0172641407698392,0.0,0.0172641407698392,0.0172641407698392,0.0172641407698392
Qwen/Qwen2.5-32B-Instruct,32B,down_proj.weight,22,mlp,weight,1,141557760,0.0218688920140266,0.0,0.0218688920140266,0.0218688920140266,0.0218688920140266,0.0218688957393169,0.0,0.0218688957393169,0.0218688957393169,0.0218688957393169,260.1918535628411,0.0,260.1918535628411,260.1918535628411,260.1918535628411,0.017323775216937,0.0,0.017323775216937,0.017323775216937,0.017323775216937
