model,model_label,family,layer_index,component,param_kind,tensor_count,total_numel,mean_std,std_std,median_std,min_std,max_std,mean_rms,std_rms,median_rms,min_rms,max_rms,mean_fro_norm,std_fro_norm,median_fro_norm,min_fro_norm,max_fro_norm,mean_abs_mean,std_abs_mean,median_abs_mean,min_abs_mean,max_abs_mean
Qwen/Qwen2.5-0.5B-Instruct,0.5B,down_proj.weight,10,mlp,weight,1,4358144,0.0175745654851198,0.0,0.0175745654851198,0.0175745654851198,0.0175745654851198,0.017574580386281,0.0,0.017574580386281,0.017574580386281,0.017574580386281,36.6889896729441,0.0,36.6889896729441,36.6889896729441,36.6889896729441,0.013296291232109,0.0,0.013296291232109,0.013296291232109,0.013296291232109
Qwen/Qwen2.5-0.5B-Instruct,0.5B,down_proj.weight,11,mlp,weight,1,4358144,0.0179129131138324,0.0,0.0179129131138324,0.0179129131138324,0.0179129131138324,0.0179129149764776,0.0,0.0179129149764776,0.0179129149764776,0.0179129149764776,37.39530265526786,0.0,37.39530265526786,37.39530265526786,37.39530265526786,0.0135372374206781,0.0,0.0135372374206781,0.0135372374206781,0.0135372374206781
Qwen/Qwen2.5-0.5B-Instruct,0.5B,down_proj.weight,12,mlp,weight,1,4358144,0.018222028389573,0.0,0.018222028389573,0.018222028389573,0.018222028389573,0.0182220265269279,0.0,0.0182220265269279,0.0182220265269279,0.0182220265269279,38.04060912819576,0.0,38.04060912819576,38.04060912819576,38.04060912819576,0.0138589339330792,0.0,0.0138589339330792,0.0138589339330792,0.0138589339330792
Qwen/Qwen2.5-0.5B-Instruct,0.5B,down_proj.weight,13,mlp,weight,1,4358144,0.0185334216803312,0.0,0.0185334216803312,0.0185334216803312,0.0185334216803312,0.0185334216803312,0.0,0.0185334216803312,0.0185334216803312,0.0185334216803312,38.69068288906557,0.0,38.69068288906557,38.69068288906557,38.69068288906557,0.01405456289649,0.0,0.01405456289649,0.01405456289649,0.01405456289649
Qwen/Qwen2.5-0.5B-Instruct,0.5B,down_proj.weight,14,mlp,weight,1,4358144,0.0184215996414423,0.0,0.0184215996414423,0.0184215996414423,0.0184215996414423,0.0184215977787971,0.0,0.0184215977787971,0.0184215977787971,0.0184215977787971,38.45723743100073,0.0,38.45723743100073,38.45723743100073,38.45723743100073,0.0140109546482563,0.0,0.0140109546482563,0.0140109546482563,0.0140109546482563
Qwen/Qwen2.5-0.5B-Instruct,0.5B,down_proj.weight,15,mlp,weight,1,4358144,0.0189538467675447,0.0,0.0189538467675447,0.0189538467675447,0.0189538467675447,0.018953850492835,0.0,0.018953850492835,0.018953850492835,0.018953850492835,39.568377150955385,0.0,39.568377150955385,39.568377150955385,39.568377150955385,0.0142933968454599,0.0,0.0142933968454599,0.0142933968454599,0.0142933968454599
Qwen/Qwen2.5-0.5B-Instruct,0.5B,down_proj.weight,16,mlp,weight,1,4358144,0.0181957315653562,0.0,0.0181957315653562,0.0181957315653562,0.0181957315653562,0.0181957278400659,0.0,0.0181957278400659,0.0181957278400659,0.0181957278400659,37.98570754707778,0.0,37.98570754707778,37.98570754707778,37.98570754707778,0.0139608802273869,0.0,0.0139608802273869,0.0139608802273869,0.0139608802273869
Qwen/Qwen2.5-0.5B-Instruct,0.5B,down_proj.weight,17,mlp,weight,1,4358144,0.0178975854068994,0.0,0.0178975854068994,0.0178975854068994,0.0178975854068994,0.0178975835442543,0.0,0.0178975835442543,0.0178975835442543,0.0178975835442543,37.363296499436615,0.0,37.363296499436615,37.363296499436615,37.363296499436615,0.0139295430853962,0.0,0.0139295430853962,0.0139295430853962,0.0139295430853962
Qwen/Qwen2.5-0.5B-Instruct,0.5B,down_proj.weight,18,mlp,weight,1,4358144,0.0186582468450069,0.0,0.0186582468450069,0.0186582468450069,0.0186582468450069,0.0186582505702972,0.0,0.0186582505702972,0.0186582505702972,0.0186582505702972,38.9512777797648,0.0,38.9512777797648,38.9512777797648,38.9512777797648,0.0145342331379652,0.0,0.0145342331379652,0.0145342331379652,0.0145342331379652
Qwen/Qwen2.5-0.5B-Instruct,0.5B,down_proj.weight,19,mlp,weight,1,4358144,0.0191533137112855,0.0,0.0191533137112855,0.0191533137112855,0.0191533137112855,0.0191533118486404,0.0,0.0191533118486404,0.0191533118486404,0.0191533118486404,39.98477603288877,0.0,39.98477603288877,39.98477603288877,39.98477603288877,0.0147417811676859,0.0,0.0147417811676859,0.0147417811676859,0.0147417811676859
Qwen/Qwen2.5-0.5B-Instruct,0.5B,down_proj.weight,20,mlp,weight,1,4358144,0.019499821588397,0.0,0.019499821588397,0.019499821588397,0.019499821588397,0.0194998197257518,0.0,0.0194998197257518,0.0194998197257518,0.0194998197257518,40.70815170647572,0.0,40.70815170647572,40.70815170647572,40.70815170647572,0.015013026073575,0.0,0.015013026073575,0.015013026073575,0.015013026073575
Qwen/Qwen2.5-0.5B-Instruct,0.5B,down_proj.weight,21,mlp,weight,1,4358144,0.0197901278734207,0.0,0.0197901278734207,0.0197901278734207,0.0197901278734207,0.0197901260107755,0.0,0.0197901260107755,0.0197901260107755,0.0197901260107755,41.31419999093659,0.0,41.31419999093659,41.31419999093659,41.31419999093659,0.0154239544644951,0.0,0.0154239544644951,0.0154239544644951,0.0154239544644951
