model,model_label,family,component,param_kind,tensor_count,total_numel,mean_std,std_std,median_std,min_std,max_std,mean_rms,std_rms,median_rms,min_rms,max_rms,mean_fro_norm,std_fro_norm,median_fro_norm,min_fro_norm,max_fro_norm,mean_abs_mean,std_abs_mean,median_abs_mean,min_abs_mean,max_abs_mean
Qwen/Qwen2.5-32B-Instruct,32B,o_proj.weight,attention,weight,64,1677721600,0.022914565648534294,0.002265830135717119,0.02255824301391835,0.0136253656819462,0.0275491178035736,0.02291456567763812,0.0022658299252960572,0.02255824301391835,0.0136253656819462,0.0275491159409284,117.32257626950718,11.601049217515811,115.49820423126195,69.76187229156454,141.0514736175534,0.017949738714378275,0.001885093069631489,0.0177435791119933,0.0097666811197996,0.0217308327555656
Qwen/Qwen2.5-32B-Instruct,32B,post_attention_layernorm.weight,norm,weight,64,327680,0.1504612653225194,0.04936102121805993,0.144280768930912,0.0306842159479856,0.3296133875846863,0.6010829119477421,0.21319467256130825,0.5559131801128387,0.1373499780893325,1.413985252380371,43.009992039317495,15.254968969212625,39.77790913025254,9.827964406907332,101.1765485921506,0.576809981605038,0.22143960136039909,0.5301518440246582,0.1340450048446655,1.40398907661438
Qwen/Qwen2.5-32B-Instruct,32B,q_proj.bias,attention,bias,64,327680,0.9951202962547541,0.16327900430171377,0.97559455037117,0.7209814190864563,2.039154529571533,0.9954604562371969,0.1632085991994348,0.9755763411521912,0.7209812998771667,2.0389726161956787,71.22935196989846,11.678256714318529,69.80656051381841,51.589222305008185,145.89700397037205,0.45495627680793405,0.1360859402433102,0.4181383401155472,0.3673725724220276,1.4052797555923462
Qwen/Qwen2.5-32B-Instruct,32B,q_proj.weight,attention,weight,64,1677721600,0.020703831076389137,0.0026732363543530533,0.02143739908933635,0.0055645378306508,0.0229523964226245,0.02070383112732084,0.002673236238616017,0.0214374018833041,0.005564538296312,0.0229523964226245,106.00361537188272,13.686969541714006,109.759497642517,28.49043607711744,117.51626968383745,0.01593172506909464,0.002507612183797383,0.0165786305442452,0.0021659096237272,0.0176043435931205
Qwen/Qwen2.5-32B-Instruct,32B,up_proj.weight,mlp,weight,64,9059696640,0.021553571565163982,0.0037696696866817555,0.022254316136240897,0.0035677736159414,0.0243592821061611,0.02155357147057653,0.003769669800191567,0.022254316136240897,0.0035677731502801,0.0243592839688062,256.4401869521946,44.85079559222163,264.7775102266245,42.44866865381621,289.8220066920153,0.016902274954190895,0.003542353840840378,0.01765321101993315,0.0011457209475338,0.0193562917411327
Qwen/Qwen2.5-32B-Instruct,32B,v_proj.bias,attention,bias,64,65536,0.07011520193191241,0.06929523878590373,0.04741897433996195,0.0141343474388122,0.3698009848594665,0.07010601443471381,0.06927864938055761,0.04740598611533635,0.0141275003552436,0.3697800040245056,2.243392461910842,2.2169167801778435,1.5169915556907632,0.4520800113677952,11.83296012878418,0.03788455392350438,0.04238368466776071,0.0245926333591341,0.0090594254434108,0.2749279737472534
Qwen/Qwen2.5-32B-Instruct,32B,v_proj.weight,attention,weight,64,335544320,0.025191416279994834,0.004692692815093762,0.024265359155833652,0.0102595770731568,0.0386086255311965,0.02519141687662336,0.004692693310958578,0.02426535729318855,0.0102595770731568,0.0386086292564868,57.68163387972123,10.745017590642627,55.56120412763126,23.491698438120387,88.40347600444586,0.01957077786937584,0.0036439549502771547,0.0189725467935204,0.0071836621500551,0.0289606358855962
Qwen/Qwen2.5-3B-Instruct,3B,down_proj.weight,mlp,weight,36,811597824,0.024451365073521886,0.0039624902659474446,0.0255410075187683,0.0092511363327503,0.0279477015137672,0.024451365409832823,0.003962490584213021,0.02554100845009085,0.0092511363327503,0.0279477033764123,116.09734886643176,18.81427249663255,121.27107499846377,43.92525260786969,132.69828553631993,0.01865717603100666,0.0041316467369305115,0.019940754398703547,0.0038067116402089,0.0219919942319393
Qwen/Qwen2.5-3B-Instruct,3B,embed_tokens.weight,embedding,weight,1,311164928,0.024320924654603,0.0,0.024320924654603,0.024320924654603,0.024320924654603,0.024321112781763,0.0,0.024321112781763,0.024321112781763,0.024321112781763,429.0212087031386,0.0,429.0212087031386,429.0212087031386,429.0212087031386,0.0191616415977478,0.0,0.0191616415977478,0.0191616415977478,0.0191616415977478
Qwen/Qwen2.5-3B-Instruct,3B,gate_proj.weight,mlp,weight,36,811597824,0.025495096239157803,0.004157417825133135,0.026260457932948997,0.0119859622791409,0.0305877923965454,0.025495153515496142,0.0041574208899592255,0.02626052591949695,0.0119860507547855,0.030587812885642,121.05335151964537,19.73981965244727,124.68741062066752,56.910879727374876,145.23377014428235,0.019334460026584524,0.004537855846300871,0.02046884316951035,0.0040342663414776,0.0240477882325649
Qwen/Qwen2.5-3B-Instruct,3B,input_layernorm.weight,norm,weight,36,73728,0.3174597720305125,0.1581265002500704,0.2667413502931595,0.1393297612667083,0.8756247162818909,0.8640831104583211,0.2826016648923699,0.928567111492157,0.276342898607254,1.3420463800430298,39.10393772248599,12.789091431680195,42.022150484666184,12.505852002427893,60.734086143698235,0.7990063453714052,0.26294671918835655,0.8476129472255707,0.2355220317840576,1.3108075857162476
Qwen/Qwen2.5-3B-Instruct,3B,k_proj.bias,attention,bias,36,9216,1.6050865343875356,2.5084311070507765,0.8525316119194031,0.4508912861347198,15.369823455810549,1.6060629189014435,2.5048061349143267,0.8541552424430847,0.4506922960281372,15.340497970581056,25.697006702423096,40.07689815862923,13.666483879089355,7.211076736450195,245.4479675292969,0.7041163833604919,0.9219780871033388,0.45202833414077753,0.2373052239418029,5.648444175720215
Qwen/Qwen2.5-3B-Instruct,3B,k_proj.weight,attention,weight,36,18874368,0.028575982743253275,0.006674691546997028,0.028019892051815952,0.0181787349283695,0.0509954579174518,0.028575985588961135,0.006674692316788866,0.02801990695297715,0.0181787405163049,0.0509954467415809,20.691223745580523,4.832993484323998,20.288579803818223,13.162814149130073,36.92464762942391,0.021346469694334555,0.005199998684211243,0.0210340842604637,0.0126412194222211,0.0395546033978462
Qwen/Qwen2.5-3B-Instruct,3B,norm.weight,norm,weight,1,2048,0.3884052336215973,0.0,0.3884052336215973,0.3884052336215973,0.3884052336215973,3.2131922245025635,0.0,3.2131922245025635,3.2131922245025635,3.2131922245025635,145.4124807169056,0.0,145.4124807169056,145.4124807169056,145.4124807169056,3.1896426677703857,0.0,3.1896426677703857,3.1896426677703857,3.1896426677703857
Qwen/Qwen2.5-3B-Instruct,3B,o_proj.weight,attention,weight,36,150994944,0.024926381030430354,0.0020497235331605503,0.024880808778107152,0.0215416736900806,0.0321150384843349,0.024926380150847922,0.0020497222651100384,0.0248808059841394,0.0215416736900806,0.0321150347590446,51.049226548936545,4.197831198945359,50.95589065551749,44.11734771728507,65.77159118652334,0.01920026478668048,0.0016392685809888342,0.0192272309213876,0.0163179859519004,0.0251379627734422
Qwen/Qwen2.5-3B-Instruct,3B,post_attention_layernorm.weight,norm,weight,36,73728,0.25630089785489774,0.1386790151424101,0.22808612138032905,0.0937064811587333,0.9141365885734558,0.9861403579513232,0.23158833450522626,0.9111341834068298,0.4121923744678497,1.6868650913238523,44.62761819578305,10.480491633430017,41.233226218101564,18.65369748093448,76.33879968140549,0.9435669531424841,0.22844668175703836,0.8884268701076508,0.391287088394165,1.6761780977249146
Qwen/Qwen2.5-3B-Instruct,3B,q_proj.bias,attention,bias,36,73728,1.4243587387932672,0.6338222228465967,1.3713055849075317,0.7397680282592773,4.992980480194092,1.4255254831578996,0.6334033089054791,1.3719218969345093,0.743062436580658,4.991811752319336,64.51191909729155,28.66456159699596,62.086097701165016,33.62716721607566,225.90361219018914,0.631431832909584,0.13667105830742649,0.6026382744312286,0.4809531271457672,1.3003026247024536
Qwen/Qwen2.5-3B-Instruct,3B,q_proj.weight,attention,weight,36,150994944,0.02696322530714997,0.0022464171780894877,0.026839187368750503,0.0224744789302349,0.0365495085716247,0.02696322727327541,0.0022464150694083665,0.0268391845747828,0.0224744863808155,0.0365495048463344,55.22068945566804,4.600658062148335,54.966650009155174,46.02774810791014,74.85338592529286,0.020256672364970002,0.0018605473240255852,0.020079275593161548,0.0167818181216716,0.0280077829957008
Qwen/Qwen2.5-3B-Instruct,3B,up_proj.weight,mlp,weight,36,811597824,0.025169784254911818,0.004027936667768477,0.0264584543183445,0.0094681587070226,0.0286907367408275,0.025169784798183322,0.004027936675517914,0.0264584561809897,0.0094681596383452,0.0286907367408275,119.50847069802474,19.125016603017425,125.62720184437183,44.95569937431755,136.22627680723767,0.019134820477726508,0.004540690027930466,0.0208128951489925,0.0028599048964679,0.0225914511829614
Qwen/Qwen2.5-3B-Instruct,3B,v_proj.bias,attention,bias,36,9216,0.1334338957547313,0.17905432796440995,0.06611662358045575,0.0229394175112247,0.8282565474510193,0.1333698610671692,0.17893618735296887,0.06603229045867914,0.0229835044592618,0.8282283544540405,2.133917777074707,2.862978997647502,1.0565166473388663,0.3677360713481888,13.251653671264648,0.06405518286757995,0.10026673431407138,0.033111061900854055,0.0162685737013816,0.5665477514266968
Qwen/Qwen2.5-3B-Instruct,3B,v_proj.weight,attention,weight,36,18874368,0.026064137721227225,0.0057349587971547555,0.025367149151861598,0.0164335016161203,0.0485780239105224,0.026064147914035416,0.00573495345684745,0.02536713704466815,0.0164334867149591,0.0485779978334903,18.872458993524376,4.15254986662509,18.367769214539088,11.8991154121591,35.174227644955046,0.020113988676004894,0.004177068746505174,0.0199050130322575,0.0129065886139869,0.0356967262923717
Qwen/Qwen2.5-7B-Instruct,7B,down_proj.weight,mlp,weight,28,1901068288,0.016068903363442806,0.0010836393041336182,0.0163107682019472,0.0123145757243037,0.0174445789307355,0.016068903330181277,0.0010836393973768245,0.0163107682019472,0.0123145757243037,0.0174445789307355,132.4055168953445,8.929037133999573,134.39844962429083,101.47038230423522,143.74089151481706,0.012486135354265524,0.0011745445693124076,0.0127852344885468,0.0080877244472503,0.0137293990701437
Qwen/Qwen2.5-7B-Instruct,7B,embed_tokens.weight,embedding,weight,1,544997376,0.0136410146951675,0.0,0.0136410146951675,0.0136410146951675,0.0136410146951675,0.0136410165578126,0.0,0.0136410165578126,0.0136410165578126,0.0136410165578126,318.45197137278166,0.0,318.45197137278166,318.45197137278166,318.45197137278166,0.0105302697047591,0.0,0.0105302697047591,0.0105302697047591,0.0105302697047591
Qwen/Qwen2.5-7B-Instruct,7B,gate_proj.weight,mlp,weight,28,1901068288,0.016842270269989922,0.000910833683308543,0.01660177204757925,0.0149420378729701,0.0190016236156225,0.016842293386746674,0.0009108504904431157,0.01660178229212755,0.0149420509114861,0.0190016217529773,138.778142836091,7.5052806979664775,136.79636504156673,123.12041050716505,156.57070668458607,0.01306185944538027,0.0010961598074520895,0.013003176543861551,0.0095940791070461,0.0150572778657078
Qwen/Qwen2.5-7B-Instruct,7B,input_layernorm.weight,norm,weight,28,100352,0.40650256630033255,0.22598717074167934,0.33383961021900177,0.0199705399572849,1.2081366777420044,0.8512397520244122,0.3050267490328031,0.9461512565612794,0.2065112143754959,1.5040770769119265,50.96076009724415,18.26088941891566,56.64278140988732,12.3631073715157,90.04385768167788,0.7357321663626603,0.24875600140352452,0.8062200546264648,0.1344776004552841,1.0077619552612305
