model,model_label,component,layer_index,tensor_count,total_numel,weighted_mean_std,mean_std,median_std,weighted_mean_rms,mean_rms,weighted_mean_abs
Qwen/Qwen2.5-32B-Instruct,32B,attention,56,7,62921728,0.023238817372853573,0.2560495585203171,0.030824102461338043,0.023238810435775813,0.2560091348631041,0.018184279202435198
Qwen/Qwen2.5-32B-Instruct,32B,attention,57,7,62921728,0.023499177042435194,0.2920806580888374,0.03147447481751442,0.02349918236710192,0.29204763072941986,0.018454744080039297
Qwen/Qwen2.5-32B-Instruct,32B,attention,58,7,62921728,0.023445924507659227,0.28503340802022387,0.030617939308285713,0.023445959348735782,0.28507579517151627,0.01835440458048699
Qwen/Qwen2.5-32B-Instruct,32B,attention,59,7,62921728,0.023778757981915144,0.2759937183665378,0.035030752420425415,0.023778760686080497,0.27606193721294403,0.018564567079240958
Qwen/Qwen2.5-32B-Instruct,32B,attention,60,7,62921728,0.023796094893072495,0.265845441658582,0.03596608340740204,0.023796147655216184,0.265921472172652,0.01856214128626115
Qwen/Qwen2.5-32B-Instruct,32B,attention,61,7,62921728,0.02369580646613648,0.2859567015298775,0.03631618991494179,0.023695834223177673,0.28624078604791847,0.018460401577600472
Qwen/Qwen2.5-32B-Instruct,32B,attention,62,7,62921728,0.024102865803772716,0.2796144703669207,0.038608625531196594,0.024102858455892686,0.27956931612321306,0.01863787929897326
Qwen/Qwen2.5-32B-Instruct,32B,attention,63,7,62921728,0.022551004059920367,0.38097660882132395,0.028876615688204765,0.022550995788583997,0.380920214046325,0.01728578977829904
Qwen/Qwen2.5-32B-Instruct,32B,embedding,,1,778567680,0.01750057376921177,0.01750057376921177,0.01750057376921177,0.01750057376921177,0.01750057376921177,0.013424955308437347
Qwen/Qwen2.5-32B-Instruct,32B,lm_head,,1,778567680,0.01759699173271656,0.01759699173271656,0.01759699173271656,0.017597021535038948,0.017597021535038948,0.01374108251184225
Qwen/Qwen2.5-32B-Instruct,32B,mlp,0,3,424673280,0.017525771632790565,0.017525771632790565,0.016970250755548477,0.017525772253672283,0.017525772253672283,0.013676853850483894
Qwen/Qwen2.5-32B-Instruct,32B,mlp,1,3,424673280,0.004841291268045704,0.004841291268045704,0.005175567232072353,0.0048413188972820835,0.0048413188972820835,0.0016935872845351696
Qwen/Qwen2.5-32B-Instruct,32B,mlp,2,3,424673280,0.009169868814448515,0.009169868814448515,0.010002638213336468,0.009169870366652807,0.009169870366652807,0.0038752167796095214
Qwen/Qwen2.5-32B-Instruct,32B,mlp,3,3,424673280,0.013132058704892794,0.013132058704892794,0.013829177245497704,0.013132067086795965,0.013132067086795965,0.0071182989825805025
Qwen/Qwen2.5-32B-Instruct,32B,mlp,4,3,424673280,0.016311851950983208,0.016311851950983208,0.017124490812420845,0.01631187181919813,0.01631187181919813,0.010293948464095592
Qwen/Qwen2.5-32B-Instruct,32B,mlp,5,3,424673280,0.018590765073895454,0.018590765073895454,0.018924668431282043,0.01859078121682008,0.01859078121682008,0.012886402507623037
Qwen/Qwen2.5-32B-Instruct,32B,mlp,6,3,424673280,0.019304553667704265,0.019304553667704265,0.01956203766167164,0.019304567327102024,0.019304567327102024,0.013864402659237385
Qwen/Qwen2.5-32B-Instruct,32B,mlp,7,3,424673280,0.021326736857493717,0.021326736857493717,0.020796537399291992,0.0213267436871926,0.0213267436871926,0.016639289756615955
Qwen/Qwen2.5-32B-Instruct,32B,mlp,8,3,424673280,0.022137794643640518,0.022137794643640518,0.021112019196152687,0.022137807682156563,0.022137807682156563,0.017484597861766815
Qwen/Qwen2.5-32B-Instruct,32B,mlp,9,3,424673280,0.022100482136011124,0.022100482136011124,0.022089364007115364,0.02210048834482829,0.02210048834482829,0.017508980507651966
Qwen/Qwen2.5-32B-Instruct,32B,mlp,10,3,424673280,0.02232801355421543,0.02232801355421543,0.022219955921173096,0.02232801541686058,0.02232801541686058,0.017678155253330868
Qwen/Qwen2.5-32B-Instruct,32B,mlp,11,3,424673280,0.022341931859652202,0.022341931859652202,0.02192876860499382,0.022341936205824215,0.022341936205824215,0.017725070317586262
Qwen/Qwen2.5-32B-Instruct,32B,mlp,12,3,424673280,0.02241412301858266,0.02241412301858266,0.022309118881821632,0.022414122397700947,0.022414122397700947,0.017818689967195194
Qwen/Qwen2.5-32B-Instruct,32B,mlp,13,3,424673280,0.02236194225649039,0.02236194225649039,0.022164568305015564,0.022361957157651585,0.022361957157651585,0.017755064492424328
Qwen/Qwen2.5-32B-Instruct,32B,mlp,14,3,424673280,0.02231707361837228,0.02231707361837228,0.022090578451752663,0.022317074239253998,0.022317074239253998,0.017709941913684208
Qwen/Qwen2.5-32B-Instruct,32B,mlp,15,3,424673280,0.022196307157476742,0.022196307157476742,0.021881073713302612,0.022196317091584206,0.022196317091584206,0.017593389376997948
Qwen/Qwen2.5-32B-Instruct,32B,mlp,16,3,424673280,0.022186844299236935,0.022186844299236935,0.0220147967338562,0.022186845541000366,0.022186845541000366,0.017603911459445953
Qwen/Qwen2.5-32B-Instruct,32B,mlp,17,3,424673280,0.02214812735716502,0.02214812735716502,0.02200186438858509,0.022148141637444496,0.022148141637444496,0.017585160831610363
Qwen/Qwen2.5-32B-Instruct,32B,mlp,18,3,424673280,0.02207878790795803,0.02207878790795803,0.021944738924503326,0.02207878977060318,0.02207878977060318,0.017525187383095425
Qwen/Qwen2.5-32B-Instruct,32B,mlp,19,3,424673280,0.022026400392254192,0.022026400392254192,0.02187250554561615,0.022026412189006805,0.022026412189006805,0.017470561588803928
Qwen/Qwen2.5-32B-Instruct,32B,mlp,20,3,424673280,0.021993451441327732,0.021993451441327732,0.021867871284484863,0.021993457650144894,0.021993457650144894,0.01744808939596017
Qwen/Qwen2.5-32B-Instruct,32B,mlp,21,3,424673280,0.021915601566433907,0.021915601566433907,0.02178865298628807,0.021915607775251072,0.021915607775251072,0.01738515744606654
