model,model_label,layer_index,component,mean_rms,std_rms,mean_fro_norm,std_fro_norm,mean_tensor_std,std_tensor_std
Qwen/Qwen2.5-3B-Instruct,3B,6,attention,0.29909970904035227,0.488549515319517,31.683254883645848,23.671231153982692,0.29898339563182424,0.4879966887104478
Qwen/Qwen2.5-3B-Instruct,3B,6,mlp,0.025694862008094732,0.000508796426560296,122.00158594942832,2.4158125833173436,0.025694806749622,0.0005087196942941941
Qwen/Qwen2.5-3B-Instruct,3B,6,norm,0.831415206193924,0.2704232633113861,37.62555713800546,12.237959889796892,0.20269965380430216,0.026073224842548356
Qwen/Qwen2.5-3B-Instruct,3B,7,all,0.31837247715642053,0.45015970719738047,53.90802210483459,41.42851341520517,0.20210236667965845,0.3465041682796639
Qwen/Qwen2.5-3B-Instruct,3B,7,attention,0.2716866742287363,0.4332187849496538,29.645659750331994,21.749003832961847,0.27140941923218115,0.4329252873197575
Qwen/Qwen2.5-3B-Instruct,3B,7,mlp,0.024988307307163837,0.0009079209861996749,118.64679875320064,4.3108929792358435,0.024988270054260835,0.0009078670968360635
Qwen/Qwen2.5-3B-Instruct,3B,7,norm,0.9218490421772003,0.24096199870109558,41.71812537304461,10.904695250547759,0.22519882768392555,0.0022005364298820496
Qwen/Qwen2.5-3B-Instruct,3B,8,all,0.32188514604543644,0.45777907555651237,56.568158852830805,44.88108391076164,0.2021378995850682,0.36011915972993164
Qwen/Qwen2.5-3B-Instruct,3B,8,attention,0.27747342735528946,0.4507249429104497,30.577511072094413,22.430951032188375,0.2774645438683884,0.4507663700987408
Qwen/Qwen2.5-3B-Instruct,3B,8,mlp,0.0267832695196072,0.0021484100265795805,127.16944567648034,10.200849898699174,0.02678320991496243,0.00214832583592513
Qwen/Qwen2.5-3B-Instruct,3B,8,norm,0.9199789762496948,0.22600984573364258,41.63349584993389,10.228038050123786,0.20152667909860605,0.030954398214817047
Qwen/Qwen2.5-3B-Instruct,3B,9,all,0.32957045811538893,0.477499210309687,56.86882894319766,44.59792897304541,0.218826443888247,0.4065497711339693
Qwen/Qwen2.5-3B-Instruct,3B,9,attention,0.3115739737238203,0.5082464025849888,32.52246857921629,23.896743211776425,0.3114394082554749,0.5082580919932491
Qwen/Qwen2.5-3B-Instruct,3B,9,mlp,0.026543858771522797,0.002576115194553714,126.03270125845489,12.231633671547307,0.02654385815064107,0.0025761155780249173
Qwen/Qwen2.5-3B-Instruct,3B,9,norm,0.8470980525016785,0.23919981718063354,38.335281744246714,10.824948018368541,0.18310494720935822,0.028095498681068407
Qwen/Qwen2.5-3B-Instruct,3B,10,all,0.3233325434848666,0.45215597406543234,55.89383681805882,44.82309383503202,0.22102443423743048,0.394607385425346
Qwen/Qwen2.5-3B-Instruct,3B,10,attention,0.31446254067122936,0.49126257068879564,31.35454243630715,22.715169954370484,0.31462791056505274,0.4914196880217799
Qwen/Qwen2.5-3B-Instruct,3B,10,mlp,0.026599015419681803,0.0028317889404002178,126.29459013526353,13.445596310034245,0.02659900858998293,0.002831779320232283
Qwen/Qwen2.5-3B-Instruct,3B,10,norm,0.7994778454303741,0.15134736895561224,36.1802371783826,6.849200057808371,0.18505040556192395,0.01974035054445264
Qwen/Qwen2.5-3B-Instruct,3B,11,all,0.3194323708303273,0.45083511347824734,55.96880525439989,45.02311389288076,0.23460759998609623,0.41676826773969944
Qwen/Qwen2.5-3B-Instruct,3B,11,attention,0.3356264042002814,0.5184600067841594,32.46607099939478,23.504274777323634,0.33542569247739656,0.5180248583962819
Qwen/Qwen2.5-3B-Instruct,3B,11,mlp,0.026736613983909235,0.00207887016039143,126.9479208694322,9.87066816979972,0.026736562450726767,0.0020787976919487664
Qwen/Qwen2.5-3B-Instruct,3B,11,norm,0.7017968893051147,0.05547875165939331,31.75970172436938,2.5106816966477723,0.1935508325695991,0.029460065066814395
Qwen/Qwen2.5-3B-Instruct,3B,12,all,0.321847395816197,0.4278932770604881,56.01711161702579,44.781581357427456,0.2294751921047767,0.37710384559357324
Qwen/Qwen2.5-3B-Instruct,3B,12,attention,0.3205505255609751,0.4668942923372326,31.547255864783924,21.824297422032693,0.320481328027589,0.46668910304695194
