run_dir,model,perturb_seed_mode,perturb_scale_mode,skip_base_test_eval,skip_ensemble_eval,sigma,seed,train_reward,base_train_accuracy,above_base_train,above_base_train_plus_0.05,results_path
countdown_20260313_234617,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,0.003,594336917,0.09400000000000003,0.10280000000000003,False,False,codex/experiments/countdown_20260313_234617/results.json
countdown_20260313_234617,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,0.003,2095133019,0.07980000000000001,0.10280000000000003,False,False,codex/experiments/countdown_20260313_234617/results.json
countdown_20260313_234617,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,0.002,1405681608,0.0721,0.10280000000000003,False,False,codex/experiments/countdown_20260313_234617/results.json
countdown_20260313_234617,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,0.002,191664960,0.061099999999999995,0.10280000000000003,False,False,codex/experiments/countdown_20260313_234617/results.json
countdown_20260313_234617,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,0.005,137046513,0.059399999999999994,0.10280000000000003,False,False,codex/experiments/countdown_20260313_234617/results.json
countdown_20260313_234617,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,0.003,1766867100,0.05399999999999999,0.10280000000000003,False,False,codex/experiments/countdown_20260313_234617/results.json
countdown_20260313_234617,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,0.003,1990212644,0.0536,0.10280000000000003,False,False,codex/experiments/countdown_20260313_234617/results.json
countdown_20260313_234617,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,0.005,202244311,0.0387,0.10280000000000003,False,False,codex/experiments/countdown_20260313_234617/results.json
countdown_20260313_234617,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,0.002,1634535043,0.038099999999999995,0.10280000000000003,False,False,codex/experiments/countdown_20260313_234617/results.json
countdown_20260313_234617,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,0.003,1803345573,0.0342,0.10280000000000003,False,False,codex/experiments/countdown_20260313_234617/results.json
countdown_20260313_234617,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,0.005,967196427,0.030100000000000002,0.10280000000000003,False,False,codex/experiments/countdown_20260313_234617/results.json
countdown_20260313_234617,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,0.005,1382689807,0.011099999999999999,0.10280000000000003,False,False,codex/experiments/countdown_20260313_234617/results.json
countdown_20260313_234617,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,0.003,1497586416,0.009100000000000002,0.10280000000000003,False,False,codex/experiments/countdown_20260313_234617/results.json
countdown_20260313_234617,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,0.005,1843166516,0.0055000000000000005,0.10280000000000003,False,False,codex/experiments/countdown_20260313_234617/results.json
countdown_20260313_234617,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,0.005,1102145661,0.0021000000000000003,0.10280000000000003,False,False,codex/experiments/countdown_20260313_234617/results.json
countdown_20260313_234617,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,0.005,1171300107,0.0,0.10280000000000003,False,False,codex/experiments/countdown_20260313_234617/results.json
countdown_20260313_234617,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,0.005,275121928,0.0,0.10280000000000003,False,False,codex/experiments/countdown_20260313_234617/results.json
